,query_id,content,file_name,title,chunk_id
114,39,"A. Eligibility for application
Filipino parents raising Japanese-Filipino Children (refered to as JFC, who must be under 20 years old)
by themselves will travel to Japan on one of the following purposes.
(1) To raise the child in Japan (as Long Term Resident)
(2) Preparation or preliminary inspection for possible long-term stay in the future to raise the child in
Japan (as Temporary Visitor)
(3) Search for a Japanese parent or negotiations with him on acknowledgement, custody or child-support
payment, etc (as Temporary Visitor)
* If you have supports from a Japanese parent now to raise the child, you are not eligible for this visa.
For details of the eligibility, please ask us directly.",FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN.pdf,FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN,FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN.pdf_chunk_1
115,39,"FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN
JUNE 2025",FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN.pdf,FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN,FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN.pdf_chunk_0
116,39,"SPOUSE OR CHLID OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES
April 2025",SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf,SPOUSE OR CHLID OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES,SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf_chunk_0
117,40,"【In case that applicant has a plan to settle in Japan with the child】
(15) Certificate to be employed by Japanese company (if you have a prospective employer)
- It must include address, phone number and contact person of the Japanese company.
(16) Document related to residence which you will settle in (if you have a prospective residence)
- It must include the address, the name of leaseholder and housemate, if applicable.
II.  REQUIREMENTS FOR CHILD (JFC)
(1) Passport（Holder’s signature required）
(2) Photocopy of Passport(Identification page only)
- If the child has his/her Japanese passport, unnecessary (submit a photocopy of it instead).
(3) Application Form ※（A facial Photo (4.5×3.5cm) must be attached. ）
- If the child has his/her Japanese passport, unnecessary.
(4) Birth Certificate (issued by PSA within 1 year)
- See I (4) for additional documents
(5) Certificate of Enrollment/Graduation (if the child goes to/has finished school in the Philippines)
(6) Admission Letter from Japanese school, etc. (if the child has a schooling plan in Japan)
- It must include the address, the phone number and contact person of the school.
(7) TB Clearance Certificate(in case you apply for visa as Long Term Resident, Photocopy,no need original)
III.  REQUIREMENTS FOR INVITER, GUARANTOR OR SUPPORTING ORGANIZATION
ATTENTION: Please be aware that some unscrupulous brokers, criminal organizations and human
trafficking syndicates may approach you as a guarantor or agent to exploit you under JFC visa.
(1) Invitation Letter",FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN.pdf,FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN,FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN.pdf_chunk_7
118,40,"A. PURPOSE
Visit Japan for tourism.",TOURISM.pdf,TOURISM,TOURISM.pdf_chunk_1
119,40,"【In case that applicant is planning to work for a living in Japan】
(5) Photocopy of employment contract with Japanese company, etc.",NIKKEI-JIN (JAPANESE DESCENDANT).pdf,NIKKEI-JIN (JAPANESE DESCENDANT),NIKKEI-JIN (JAPANESE DESCENDANT).pdf_chunk_6
120,41,"【In case that applicant is planning to work for a living in Japan】
(5) Photocopy of employment contract with Japanese company, etc.",NIKKEI-JIN (JAPANESE DESCENDANT).pdf,NIKKEI-JIN (JAPANESE DESCENDANT),NIKKEI-JIN (JAPANESE DESCENDANT).pdf_chunk_6
121,41,"B. REQUIREMENTS（Details→https://www.ph.emb-japan.go.jp/itprtop_en/11_000001_00896.html）
※ Downloadable from this website
APPLICANT’S REQUIREMENTS
(1) Passport（Holder’s signature required）
(2) Photocopy of Passport(Identification page only)
(3) Application Form ※（A facial Photo (4.5×3.5cm) must be attached.）
(4) Photocopy of employment contract
【In case that you do not have Certificate of Eligibility issued by a Regional Immigration Services Bureau in
Japan】
(5) TB Clearance Certificate(Photocopy,no need original)
EMPLOYER’S REQUIREMENTS
(6) Invitation Letter ※
(7) Letter of Guarantee ※
(8) Photocopy of ID card issued by the Ministry of Foreign Affairs in Japan",HOUSEKEEPER OF DIPLOMAT:OFFICIAL.pdf,HOUSEKEEPER OF DIPLOMAT/OFFICIAL,HOUSEKEEPER OF DIPLOMAT:OFFICIAL.pdf_chunk_2
122,41,"【In case that applicant has a plan to settle in Japan with the child】
(15) Certificate to be employed by Japanese company (if you have a prospective employer)
- It must include address, phone number and contact person of the Japanese company.
(16) Document related to residence which you will settle in (if you have a prospective residence)
- It must include the address, the name of leaseholder and housemate, if applicable.
II.  REQUIREMENTS FOR CHILD (JFC)
(1) Passport（Holder’s signature required）
(2) Photocopy of Passport(Identification page only)
- If the child has his/her Japanese passport, unnecessary (submit a photocopy of it instead).
(3) Application Form ※（A facial Photo (4.5×3.5cm) must be attached. ）
- If the child has his/her Japanese passport, unnecessary.
(4) Birth Certificate (issued by PSA within 1 year)
- See I (4) for additional documents
(5) Certificate of Enrollment/Graduation (if the child goes to/has finished school in the Philippines)
(6) Admission Letter from Japanese school, etc. (if the child has a schooling plan in Japan)
- It must include the address, the phone number and contact person of the school.
(7) TB Clearance Certificate(in case you apply for visa as Long Term Resident, Photocopy,no need original)
III.  REQUIREMENTS FOR INVITER, GUARANTOR OR SUPPORTING ORGANIZATION
ATTENTION: Please be aware that some unscrupulous brokers, criminal organizations and human
trafficking syndicates may approach you as a guarantor or agent to exploit you under JFC visa.
(1) Invitation Letter",FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN.pdf,FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN,FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN.pdf_chunk_7
123,42,"A. PURPOSE
Spouse/child of Japanese national residing in the Philippines visits Japan temporarily.
☞ To apply for this visa, the Japanese spouse/parent needs to stay in the Philippines with long term visa
valid for 6 months or over. If he/she stays in the Philippines as temporary visitor, this visa is not
available.",SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf,SPOUSE OR CHLID OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES,SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf_chunk_1
124,42,"A. Eligibility for application
Filipino parents raising Japanese-Filipino Children (refered to as JFC, who must be under 20 years old)
by themselves will travel to Japan on one of the following purposes.
(1) To raise the child in Japan (as Long Term Resident)
(2) Preparation or preliminary inspection for possible long-term stay in the future to raise the child in
Japan (as Temporary Visitor)
(3) Search for a Japanese parent or negotiations with him on acknowledgement, custody or child-support
payment, etc (as Temporary Visitor)
* If you have supports from a Japanese parent now to raise the child, you are not eligible for this visa.
For details of the eligibility, please ask us directly.",FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN.pdf,FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN,FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN.pdf_chunk_1
125,42,"【ADDITIONAL REQUIREMENTS】
- If (5) is unreadable, submit Marriage Certificate issued by Local Civil Registrar.
- If there is no record of marriage in PSA, submit Marriage Certificate issued by Local Civil Registrar and
Negative Certificate issued by PSA.
(6) Authorization Letter(For purposes of verification of PSA certificates) ※
(7) Certificate of No Marriage Record (issued by PSA within 1 year)
(8) Koseki-tohon of a Japanse parent (if the name of the child or/and yourself is written on it)
(9) Photocopy of ID page and Japanese stamps in your old passport (if you visited Japan before)
(10) Itinerary in Japan ※ (in case you apply for visa as Temporary Visitor)
(11) Certificate of Employment (if employed in the Philippines)
(12) TB Clearance Certificate(in case you apply for visa as Long Term Resident, Photocopy,no need original)",FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN.pdf,FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN,FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN.pdf_chunk_5
126,43,"A. Visa Application
Q1. In what cases can I apply for a multiple-entry visa?
•
Tourists: Multiple-entry visa for short-term stay (max. validity: 5 years)
•
Cultural or Intellectual Figures: Multiple-entry visa (max. validity: 10 years) – from
second visit onwards, can be used for tourism or visiting relatives/acquaintances
•
Spouse of Japanese National: Eligible for multiple-entry visa
•
Refer to relevant “Types of Visa” items for more details.
Q2. How do I apply for a multiple-entry visa?
•
Submit the ""Reason for Requesting Multiple Entry Visa"" form.
•
Provide additional documents proving eligibility (see “Types of Visa” – Items 16 and
17).
•
Note: Submitting the form does not guarantee issuance. If rejected, you may still apply
for a single-entry or double-entry visa with the required documents.
Q3. Can I use my multiple-entry visa for business if it was issued for tourism?
•
Yes, if:
1. Stay is within the permitted period (e.g., 30 days)
2. Activities fall under “Temporary Visitor” scope (tourism, visiting relatives,
business meetings, etc.)
•
You must declare your purpose to immigration upon arrival.
•
Not allowed: Paid or remunerated activities – apply for proper visa with a Certificate of
Eligibility if required.
Q4. First-time “Temporary Visitor” visa – is maximum stay only 15 days?
•
Period of stay can be 15, 30, or 90 days depending on purpose and schedule.
Q5. Multiple purposes (e.g., tourism + business) – how to apply?
•
Prepare documents for main purpose.
•
If submitting documents for both purposes, examination will cover each, and visa issued
if criteria for at least one are met.
Q6. Can I get a visa if I was deported from Japan before?
•
Deportation does not automatically mean rejection.
•
Past violations are considered during examination.
•
Fully disclose history in application form.
Q7. Must I submit original documents?
•
Japan-issued documents: Photocopy is acceptable.
•
Other documents: Original required.
•
If you cannot submit the original (e.g., old photos), provide a copy with an explanation
letter.
Q8. Can I apply for a short-term visa while waiting for my Certificate of Eligibility?
•
No – apply only after obtaining your Certificate of Eligibility.",FREQUENTLY ASKED QUESTIONS.pdf,Frequently Asked Questions (Visa,FREQUENTLY ASKED QUESTIONS.pdf_chunk_1
127,43,"- continued on next page -
MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR
(FOR BUSINESS PURPOSE AND CULTURAL OR INTELLECTUAL FIGURES )
APRIL 2025",MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR (FOR BUSINESS PURPOSE AND CULTURAL OR INTELLECTUAL FIGURES ).pdf,,MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR (FOR BUSINESS PURPOSE AND CULTURAL OR INTELLECTUAL FIGURES ).pdf_chunk_0
128,43,"【SPECIFIC REQUIREMENTS】
- A1 (Business Purpose) → Document to explain the necessity of multiple visa (e.g. Letter of mission or
travel requisition by employer, etc.)
- A1 (7) or (8) → Current or old passport with used visa and entry stamps of Japan or G7 countries.
- A2 (2) → Photocopy of ID card issued by Profession Regulation Commission
- “Lawyer” of A2 (2) → Photocopy of membership card issued by Integrated Bar of the Philippines
- Spouse/Child of A1 or A2 → Marriage Certificate/Birth Certificate issued by PSA
- Spouse/Child of A1 or A2 (If applying separately from the above-mentioned in A1 and A2)
→ Photocopy of his/her passport (Pages of ID and Japanese multiple-entry visa)",MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR (FOR BUSINESS PURPOSE AND CULTURAL OR INTELLECTUAL FIGURES ).pdf,,MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR (FOR BUSINESS PURPOSE AND CULTURAL OR INTELLECTUAL FIGURES ).pdf_chunk_4
129,44,"B. Examination Process
Q9. How long does visa examination take?
•
Standard: 5 working days from the next day after acceptance.
•
May take weeks or months if:
o Additional documents or interviews required
o Long-term visa applied without Certificate of Eligibility
•
Apply well in advance of travel date.
Q10. Can visa be issued faster if departure date is near?
•
No. Applications are processed in order received. Apply early.
Q11. Why was my visa rejected?
•
Application did not meet criteria.
•
Specific reason is not disclosed to prevent misuse and protect visa process integrity.
Q12. Why rejection even with Certificate of Eligibility?
•
Certificate confirms eligibility at time of issuance, but visa issuance depends on meeting
all criteria during final examination.
Q13. Can I reapply immediately after rejection?
•
Not accepted within 6 months for same purpose.
•
Exception: Humanitarian reasons – consult Japanese Embassy or Consulate.",FREQUENTLY ASKED QUESTIONS.pdf,Frequently Asked Questions (Visa,FREQUENTLY ASKED QUESTIONS.pdf_chunk_2
130,44,"Frequently Asked Questions (Visa
Application)
Date: 2025/06/19",FREQUENTLY ASKED QUESTIONS.pdf,Frequently Asked Questions (Visa,FREQUENTLY ASKED QUESTIONS.pdf_chunk_0
131,44,"D.  Important Notice
(1) Visa examination might take a long time, so it is encouraged to apply for a visa well-ahead of the desired
date of departure.
(2) We cannot basically return the submitted documents. However, if you wish some of them to be returned
(such as the 1st Generation’s photo or passport, etc.), please submit the photocopy and list of them
together.
(3) If you cannot submit one of the above-mentioned requirement, please submit explanation letter for it.
(4) We might request to submit additional documents for examinations. If you don’t submit them within 3
months from the date of request, we will cease the examination and return your passport.
(5) We might have an interview with applicant or his/her relatives. In such a case, we will take a contact
with applicant directly or through JVAC/registered Nikkei-Jin agencies to arrange the date and time of
interview.",NIKKEI-JIN (JAPANESE DESCENDANT).pdf,NIKKEI-JIN (JAPANESE DESCENDANT),NIKKEI-JIN (JAPANESE DESCENDANT).pdf_chunk_12
132,45,"【In case you wish a multiple-entry visa】
☞ Even if you have a multiple-entry visa, you cannot stay in Japan over a half of year in total with a
status of “Temporary Visitor” (You need to obtain a status for a long-term stay).
(10) Request for multiple-entry temporary visitor visa ※
(11) Koseki-tohon",SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf,SPOUSE OR CHLID OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES,SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf_chunk_7
133,45,"C. Embarkation / Disembarkation
Q14. Why was I not allowed to leave the Philippines despite having a valid visa?
•
Philippine authorities control departure – contact them for reasons.
Q15. Why was I denied entry to Japan with a valid visa?
•
Visa is only one requirement for entry.
•
Entry may be denied if false statements are made or disqualifying reasons are found
during inspection.
Q16. Is there a limit on how many times I can enter Japan?
•
No fixed limit.
•
If staying over half the year as “Temporary Visitor,” entry may be denied as it no longer
counts as temporary.
Q17. Can I extend my stay or change visa status after entering Japan as “Temporary
Visitor”?
•
Possible only in special circumstances – inquire with Immigration Services Agency of
Japan.
For more FAQs: MOFA Visa FAQ",FREQUENTLY ASKED QUESTIONS.pdf,Frequently Asked Questions (Visa,FREQUENTLY ASKED QUESTIONS.pdf_chunk_3
134,45,"I. Applicant who travelled Japan as temporary visitor in the last 3 years and has financial capacity
→Used visa must be in the passport(old/expired passports with used Japan Visa may also be
submitted)
*Used Japanese Visa and landing permission as temporary visitor in the last 3 years
II. Applicant who travelled Japan (as temporary visitor) and G7 countries (several times, except Japan)
→Used visa must be in the passport(old/expired passports with used Visa may also be submitted)
*Used Japanese Visa and landing permission as temporary visitor in the last 3 years
*Used visas and landing permissions of G7 countries (except Japan) in the last 3years
III. Applicant with sufficient financial capacity
* In case［those with sufficient financial capacity］is checked, the embassy examine and determine
whether the applicant falls under［Multiple-Entry Visa for Temporary Visitor］or［Multiple-Entry Visa
Temporary Visitor Visa for Philippine Nationals with Considerable Financial Capacity］.
IV. Spouse/Child of “III” (Applicant with sufficient financial capacity)
(1) Proof of relationship with (III) above (PSA issued Birth Certificate and Marriage Certificate, if
applicable)
(2) Passport and multiple entry visa copy and documents (7), (8) and (9) of (III) above.",MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR.pdf,MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR,MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR.pdf_chunk_4
135,46,"【SPECIFIC REQUIREMENTS】
- A1 (Business Purpose) → Document to explain the necessity of multiple visa (e.g. Letter of mission or
travel requisition by employer, etc.)
- A1 (7) or (8) → Current or old passport with used visa and entry stamps of Japan or G7 countries.
- A2 (2) → Photocopy of ID card issued by Profession Regulation Commission
- “Lawyer” of A2 (2) → Photocopy of membership card issued by Integrated Bar of the Philippines
- Spouse/Child of A1 or A2 → Marriage Certificate/Birth Certificate issued by PSA
- Spouse/Child of A1 or A2 (If applying separately from the above-mentioned in A1 and A2)
→ Photocopy of his/her passport (Pages of ID and Japanese multiple-entry visa)",MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR (FOR BUSINESS PURPOSE AND CULTURAL OR INTELLECTUAL FIGURES ).pdf,,MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR (FOR BUSINESS PURPOSE AND CULTURAL OR INTELLECTUAL FIGURES ).pdf_chunk_4
136,46,"【In case you wish a multiple-entry visa】
☞ Even if you have a multiple-entry visa, you cannot stay in Japan over a half of year in total with a
status of “Temporary Visitor” (You need to obtain a status for a long-term stay).
(10) Request for multiple-entry temporary visitor visa ※
(11) Koseki-tohon",SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf,SPOUSE OR CHLID OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES,SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf_chunk_7
137,46,"B. Requirements（Details→https://www.ph.emb-japan.go.jp/itprtop_en/11_000001_00896.html）
※ Downloadable from this website
COMMON REQUIREMENTS
(1) Passport（Holder’s signature required）
(2) Photocopy of Passport(Identification page only)
(3) Application Form ※（A facial Photo (4.5×3.5cm) must be attached.）
(4) Request for Multiple-Entry Visa ※
* In case [ those with sufficient financial capacity] is checked, the embassy examine and determine
whether the applicant falls under [Multiple-Entry Visa for Temporary Visitor] or [Multiple-Entry Visa
Temporary Visitor Visa for Philippine Nationals with Considerable Financial Capacity].
(5) PSA issued Birth Certificate and Marriage Certificate (for married applicants), issued within 1 year
☞Unnecessary if there is used Japan Visa on passport.",MULTIPLE-ENTRY TEMPORARY VISITOR VISA (PHILIPPINE NATIONALS WITH CONSIDERABLE FINANCIAL CAPACITY).pdf,MULTIPLE-ENTRY TEMPORARY VISITOR VISA (PHILIPPINE NATIONALS WITH,MULTIPLE-ENTRY TEMPORARY VISITOR VISA (PHILIPPINE NATIONALS WITH CONSIDERABLE FINANCIAL CAPACITY).pdf_chunk_2
138,47,"B. Requirements（Details→https://www.ph.emb-japan.go.jp/itprtop_en/11_000001_00896.html）
※ Downloadable from this website
COMMON REQUIREMENTS
(1) Passport（Holder’s signature required）
(2) Photocopy of Passport(Identification page only)
(3) Application Form ※（A facial Photo (4.5×3.5cm) must be attached.）
(4) Request for Multiple-Entry Visa ※
* In case [ those with sufficient financial capacity] is checked, the embassy examine and determine
whether the applicant falls under [Multiple-Entry Visa for Temporary Visitor] or [Multiple-Entry Visa
Temporary Visitor Visa for Philippine Nationals with Considerable Financial Capacity].
(5) PSA issued Birth Certificate and Marriage Certificate (for married applicants), issued within 1 year
☞Unnecessary if there is used Japan Visa on passport.",MULTIPLE-ENTRY TEMPORARY VISITOR VISA (PHILIPPINE NATIONALS WITH CONSIDERABLE FINANCIAL CAPACITY).pdf,MULTIPLE-ENTRY TEMPORARY VISITOR VISA (PHILIPPINE NATIONALS WITH,MULTIPLE-ENTRY TEMPORARY VISITOR VISA (PHILIPPINE NATIONALS WITH CONSIDERABLE FINANCIAL CAPACITY).pdf_chunk_2
139,47,"【SPECIFIC REQUIREMENTS】
- A1 (Business Purpose) → Document to explain the necessity of multiple visa (e.g. Letter of mission or
travel requisition by employer, etc.)
- A1 (7) or (8) → Current or old passport with used visa and entry stamps of Japan or G7 countries.
- A2 (2) → Photocopy of ID card issued by Profession Regulation Commission
- “Lawyer” of A2 (2) → Photocopy of membership card issued by Integrated Bar of the Philippines
- Spouse/Child of A1 or A2 → Marriage Certificate/Birth Certificate issued by PSA
- Spouse/Child of A1 or A2 (If applying separately from the above-mentioned in A1 and A2)
→ Photocopy of his/her passport (Pages of ID and Japanese multiple-entry visa)",MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR (FOR BUSINESS PURPOSE AND CULTURAL OR INTELLECTUAL FIGURES ).pdf,,MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR (FOR BUSINESS PURPOSE AND CULTURAL OR INTELLECTUAL FIGURES ).pdf_chunk_4
140,47,"【In case you wish a multiple-entry visa】
☞ Even if you have a multiple-entry visa, you cannot stay in Japan over a half of year in total with a
status of “Temporary Visitor” (You need to obtain a status for a long-term stay).
(10) Request for multiple-entry temporary visitor visa ※
(11) Koseki-tohon",SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf,SPOUSE OR CHLID OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES,SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf_chunk_7
141,48,"【In case you wish a multiple-entry visa】
☞ Even if you have a multiple-entry visa, you cannot stay in Japan over a half of year in total with a
status of “Temporary Visitor” (You need to obtain a status for a long-term stay).
(10) Request for multiple-entry temporary visitor visa ※
(11) Koseki-tohon",SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf,SPOUSE OR CHLID OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES,SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf_chunk_7
142,48,"ATTIC TOURS
Specialized in Japan Visa Application Services",ATTIC TOURS.pdf,ATTIC TOURS,ATTIC TOURS.pdf_chunk_0
143,48,"MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR
APRIL 2025",MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR.pdf,MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR,MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR.pdf_chunk_0
144,49,"MULTIPLE-ENTRY TEMPORARY VISITOR VISA (PHILIPPINE NATIONALS WITH
CONSIDERABLE FINANCIAL CAPACITY)
APRIL 2025",MULTIPLE-ENTRY TEMPORARY VISITOR VISA (PHILIPPINE NATIONALS WITH CONSIDERABLE FINANCIAL CAPACITY).pdf,MULTIPLE-ENTRY TEMPORARY VISITOR VISA (PHILIPPINE NATIONALS WITH,MULTIPLE-ENTRY TEMPORARY VISITOR VISA (PHILIPPINE NATIONALS WITH CONSIDERABLE FINANCIAL CAPACITY).pdf_chunk_0
145,49,"【In case you wish a multiple-entry visa】
☞ Even if you have a multiple-entry visa, you cannot stay in Japan over a half of year in total with a
status of “Temporary Visitor” (You need to obtain a status for a long-term stay).
(10) Request for multiple-entry temporary visitor visa ※
(11) Koseki-tohon",SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf,SPOUSE OR CHLID OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES,SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf_chunk_7
146,49,"【In case that applicant is planning to work for a living in Japan】
(5) Photocopy of employment contract with Japanese company, etc.",NIKKEI-JIN (JAPANESE DESCENDANT).pdf,NIKKEI-JIN (JAPANESE DESCENDANT),NIKKEI-JIN (JAPANESE DESCENDANT).pdf_chunk_6
147,50,"【SPECIFIC REQUIREMENTS】
- A1 (Business Purpose) → Document to explain the necessity of multiple visa (e.g. Letter of mission or
travel requisition by employer, etc.)
- A1 (7) or (8) → Current or old passport with used visa and entry stamps of Japan or G7 countries.
- A2 (2) → Photocopy of ID card issued by Profession Regulation Commission
- “Lawyer” of A2 (2) → Photocopy of membership card issued by Integrated Bar of the Philippines
- Spouse/Child of A1 or A2 → Marriage Certificate/Birth Certificate issued by PSA
- Spouse/Child of A1 or A2 (If applying separately from the above-mentioned in A1 and A2)
→ Photocopy of his/her passport (Pages of ID and Japanese multiple-entry visa)",MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR (FOR BUSINESS PURPOSE AND CULTURAL OR INTELLECTUAL FIGURES ).pdf,,MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR (FOR BUSINESS PURPOSE AND CULTURAL OR INTELLECTUAL FIGURES ).pdf_chunk_4
148,50,"MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR
APRIL 2025",MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR.pdf,MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR,MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR.pdf_chunk_0
149,50,"【In case that applicant is planning to work for a living in Japan】
(5) Photocopy of employment contract with Japanese company, etc.",NIKKEI-JIN (JAPANESE DESCENDANT).pdf,NIKKEI-JIN (JAPANESE DESCENDANT),NIKKEI-JIN (JAPANESE DESCENDANT).pdf_chunk_6
150,51,"B. Requirements（Details→https://www.ph.emb-japan.go.jp/itprtop_en/11_000001_00896.html）
※ Downloadable from this website
COMMON REQUIREMENTS
(1) Passport（Holder’s signature required）
(2) Photocopy of Passport(Identification page only)
(3) Application Form ※（A facial Photo (4.5×3.5cm) must be attached.）
(4) Request for Multiple-Entry Visa ※
* In case [ those with sufficient financial capacity] is checked, the embassy examine and determine
whether the applicant falls under [Multiple-Entry Visa for Temporary Visitor] or [Multiple-Entry Visa
Temporary Visitor Visa for Philippine Nationals with Considerable Financial Capacity].
(5) PSA issued Birth Certificate and Marriage Certificate (for married applicants), issued within 1 year
☞Unnecessary if there is used Japan Visa on passport.",MULTIPLE-ENTRY TEMPORARY VISITOR VISA (PHILIPPINE NATIONALS WITH CONSIDERABLE FINANCIAL CAPACITY).pdf,MULTIPLE-ENTRY TEMPORARY VISITOR VISA (PHILIPPINE NATIONALS WITH,MULTIPLE-ENTRY TEMPORARY VISITOR VISA (PHILIPPINE NATIONALS WITH CONSIDERABLE FINANCIAL CAPACITY).pdf_chunk_2
151,51,"【SPECIFIC REQUIREMENTS】
- A1 (Business Purpose) → Document to explain the necessity of multiple visa (e.g. Letter of mission or
travel requisition by employer, etc.)
- A1 (7) or (8) → Current or old passport with used visa and entry stamps of Japan or G7 countries.
- A2 (2) → Photocopy of ID card issued by Profession Regulation Commission
- “Lawyer” of A2 (2) → Photocopy of membership card issued by Integrated Bar of the Philippines
- Spouse/Child of A1 or A2 → Marriage Certificate/Birth Certificate issued by PSA
- Spouse/Child of A1 or A2 (If applying separately from the above-mentioned in A1 and A2)
→ Photocopy of his/her passport (Pages of ID and Japanese multiple-entry visa)",MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR (FOR BUSINESS PURPOSE AND CULTURAL OR INTELLECTUAL FIGURES ).pdf,,MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR (FOR BUSINESS PURPOSE AND CULTURAL OR INTELLECTUAL FIGURES ).pdf_chunk_4
152,51,"B. Requirements（Details→https://www.ph.emb-japan.go.jp/itprtop_en/11_000001_00896.html）
※ Downloadable from this website
COMMON REQUIREMENTS
(1) Passport（Holder’s signature required）
(2) Photocopy of Passport(Identification page only)
(3) Application Form ※（A facial Photo (4.5×3.5cm) must be attached.）
(4) Request for Multiple-Entry Visa ※
(5) PSA issued Birth Certificate and Marriage Certificate (for married applicants), issued within 1 year
☞Unnecessary if there is used Japan Visa on passport.",MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR.pdf,MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR,MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR.pdf_chunk_2
